District_Name,Country_Name,Bordering_Country,Distance_to_Border
Badakhshan,Afghanistan,Afghanistan,0.0
Badghis,Afghanistan,Afghanistan,0.0
Baghlan,Afghanistan,Afghanistan,0.0
Balkh,Afghanistan,Afghanistan,0.0
Bamyan,Afghanistan,Afghanistan,0.0
Daykundi,Afghanistan,Afghanistan,0.0
Farah,Afghanistan,Afghanistan,0.0
Faryab,Afghanistan,Afghanistan,0.0
Ghazni,Afghanistan,Afghanistan,0.0
Ghor,Afghanistan,Afghanistan,0.0
Hilmand,Afghanistan,Afghanistan,0.0
Hirat,Afghanistan,Afghanistan,0.0
Jawzjan,Afghanistan,Afghanistan,0.0
Kabul,Afghanistan,Afghanistan,0.0
Kandahar,Afghanistan,Afghanistan,0.0
Kapisa,Afghanistan,Afghanistan,0.0
Khost,Afghanistan,Afghanistan,0.0
Kunar,Afghanistan,Afghanistan,0.0
Kunduz,Afghanistan,Afghanistan,0.0
Laghman,Afghanistan,Afghanistan,0.0
Logar,Afghanistan,Afghanistan,0.0
Nangarhar,Afghanistan,Afghanistan,0.0
Nimroz,Afghanistan,Afghanistan,0.0
Nuristan,Afghanistan,Afghanistan,0.0
Paktika,Afghanistan,Afghanistan,0.0
Paktya,Afghanistan,Afghanistan,0.0
Panjshir,Afghanistan,Afghanistan,0.0
Parwan,Afghanistan,Afghanistan,0.0
Samangan,Afghanistan,Afghanistan,0.0
Sari Pul,Afghanistan,Afghanistan,0.0
Takhar,Afghanistan,Afghanistan,0.0
Uruzgan,Afghanistan,Afghanistan,0.0
Wardak,Afghanistan,Afghanistan,0.0
Zabul,Afghanistan,Afghanistan,0.0
Bengo,Angola,Angola,0.0
Benguela,Angola,Angola,0.0
Bié,Angola,Angola,0.0
Cabinda,Angola,Angola,0.0
Cuando Cubango,Angola,Angola,0.0
Cuanza Norte,Angola,Angola,0.0
Cuanza Sul,Angola,Angola,0.0
Cunene,Angola,Angola,0.0
Huambo,Angola,Angola,0.0
Huíla,Angola,Angola,0.0
Luanda,Angola,Angola,0.0
Lunda Norte,Angola,Angola,0.0
Lunda Sul,Angola,Angola,0.0
Malanje,Angola,Angola,0.0
Moxico,Angola,Angola,0.0
Namibe,Angola,Angola,0.0
Uíge,Angola,Angola,0.0
Zaire,Angola,Angola,0.0
Blowing Point,Anguilla,Anguilla,0.0
Dog Island,Anguilla,Anguilla,0.0
East End,Anguilla,Anguilla,0.0
George Hill,Anguilla,Anguilla,0.0
Island Harbour,Anguilla,Anguilla,0.0
North Hill,Anguilla,Anguilla,0.0
North Side,Anguilla,Anguilla,0.0
Pricly Pear Cays,Anguilla,Anguilla,0.0
Sandy Ground,Anguilla,Anguilla,0.0
Sandy Hill,Anguilla,Anguilla,0.0
Scrub Island,Anguilla,Anguilla,0.0
Sombrero Island,Anguilla,Anguilla,0.0
South Hill,Anguilla,Anguilla,0.0
Stoney Ground,Anguilla,Anguilla,0.0
The Farrington,Anguilla,Anguilla,0.0
The Quarter,Anguilla,Anguilla,0.0
The Valley,Anguilla,Anguilla,0.0
West End,Anguilla,Anguilla,0.0
Archipelago,Åland,Åland,0.0
Countryside,Åland,Åland,0.0
Mariehamn,Åland,Åland,0.0
Berat,Albania,Albania,0.0
Dibër,Albania,Albania,0.0
Durrës,Albania,Albania,0.0
Elbasan,Albania,Albania,0.0
Fier,Albania,Albania,0.0
Gjirokastër,Albania,Albania,0.0
Korçë,Albania,Albania,0.0
Kukës,Albania,Albania,0.0
Lezhë,Albania,Albania,0.0
Shkodër,Albania,Albania,0.0
Tiranë,Albania,Albania,0.0
Vlorë,Albania,Albania,0.0
Andorra la Vella,Andorra,Andorra,0.0
Canillo,Andorra,Andorra,0.0
Encamp,Andorra,Andorra,0.0
Escaldes-Engordany,Andorra,Andorra,0.0
La Massana,Andorra,Andorra,0.0
Ordino,Andorra,Andorra,0.0
Sant Julià de Lòria,Andorra,Andorra,0.0
Abu Dhabi,United Arab Emirates,United Arab Emirates,0.0
Ajman,United Arab Emirates,United Arab Emirates,0.0
Dubai,United Arab Emirates,United Arab Emirates,0.0
Fujairah,United Arab Emirates,United Arab Emirates,0.0
Ras Al-Khaimah,United Arab Emirates,United Arab Emirates,0.0
Sharjah,United Arab Emirates,United Arab Emirates,0.0
Umm al-Qaywayn,United Arab Emirates,United Arab Emirates,0.0
Buenos Aires,Argentina,Argentina,0.0
Catamarca,Argentina,Argentina,0.0
Chaco,Argentina,Argentina,0.0
Chubut,Argentina,Argentina,0.0
Ciudad de Buenos Aires,Argentina,Argentina,0.0
Córdoba,Argentina,Argentina,0.0
Corrientes,Argentina,Argentina,0.0
Entre Ríos,Argentina,Argentina,0.0
Formosa,Argentina,Argentina,0.0
Jujuy,Argentina,Argentina,0.0
La Pampa,Argentina,Argentina,0.0
La Rioja,Argentina,Argentina,0.0
Mendoza,Argentina,Argentina,0.0
Misiones,Argentina,Argentina,0.0
Neuquén,Argentina,Argentina,0.0
Río Negro,Argentina,Argentina,0.0
Salta,Argentina,Argentina,0.0
San Juan,Argentina,Argentina,0.0
San Luis,Argentina,Argentina,0.0
Santa Cruz,Argentina,Argentina,0.0
Santa Fe,Argentina,Argentina,0.0
Santiago del Estero,Argentina,Argentina,0.0
Tierra del Fuego,Argentina,Argentina,0.0
Tucumán,Argentina,Argentina,0.0
Aragatsotn,Armenia,Armenia,0.0
Ararat,Armenia,Armenia,0.0
Armavir,Armenia,Armenia,0.0
Erevan,Armenia,Armenia,0.0
Gegharkunik,Armenia,Armenia,0.0
Kotayk,Armenia,Armenia,0.0
Lori,Armenia,Armenia,0.0
Shirak,Armenia,Armenia,0.0
Syunik,Armenia,Armenia,0.0
Tavush,Armenia,Armenia,0.0
Vayots Dzor,Armenia,Armenia,0.0
Eastern,American Samoa,American Samoa,0.0
Manu'a,American Samoa,American Samoa,0.0
Unorganized,American Samoa,American Samoa,0.0
Western,American Samoa,American Samoa,0.0
Îles Crozet,French Southern Territories,French Southern Territories,0.0
Îles Éparses,French Southern Territories,French Southern Territories,0.0
Îles Saint Paul et Amsterdam,French Southern Territories,French Southern Territories,0.0
Kerguelen,French Southern Territories,French Southern Territories,0.0
Barbuda,Antigua and Barbuda,Antigua and Barbuda,0.0
Redonda,Antigua and Barbuda,Antigua and Barbuda,0.0
Saint George,Antigua and Barbuda,Antigua and Barbuda,0.0
Saint John,Antigua and Barbuda,Antigua and Barbuda,0.0
Saint Mary,Antigua and Barbuda,Antigua and Barbuda,0.0
Saint Paul,Antigua and Barbuda,Antigua and Barbuda,0.0
Saint Peter,Antigua and Barbuda,Antigua and Barbuda,0.0
Saint Philip,Antigua and Barbuda,Antigua and Barbuda,0.0
Ashmore and Cartier Islands,Australia,Australia,0.0
Australian Capital Territory,Australia,Australia,0.0
Coral Sea Islands Territory,Australia,Australia,0.0
Jervis Bay Territory,Australia,Australia,0.0
New South Wales,Australia,Australia,0.0
Northern Territory,Australia,Australia,0.0
Queensland,Australia,Australia,0.0
South Australia,Australia,Australia,0.0
Tasmania,Australia,Australia,0.0
Victoria,Australia,Australia,0.0
Western Australia,Australia,Australia,0.0
Burgenland,Austria,Austria,0.0
Kärnten,Austria,Austria,0.0
Niederösterreich,Austria,Austria,0.0
Oberösterreich,Austria,Austria,0.0
Salzburg,Austria,Austria,0.0
Steiermark,Austria,Austria,0.0
Tirol,Austria,Austria,0.0
Vorarlberg,Austria,Austria,0.0
Wien,Austria,Austria,0.0
Absheron,Azerbaijan,Azerbaijan,0.0
Aran,Azerbaijan,Azerbaijan,0.0
Daglig-Shirvan,Azerbaijan,Azerbaijan,0.0
Ganja-Qazakh,Azerbaijan,Azerbaijan,0.0
Kalbajar-Lachin,Azerbaijan,Azerbaijan,0.0
Lankaran,Azerbaijan,Azerbaijan,0.0
Nakhchivan,Azerbaijan,Azerbaijan,0.0
Quba-Khachmaz,Azerbaijan,Azerbaijan,0.0
Shaki-Zaqatala,Azerbaijan,Azerbaijan,0.0
Yukhari-Karabakh,Azerbaijan,Azerbaijan,0.0
Bubanza,Burundi,Burundi,0.0
Bujumbura Mairie,Burundi,Burundi,0.0
Bujumbura Rural,Burundi,Burundi,0.0
Bururi,Burundi,Burundi,0.0
Cankuzo,Burundi,Burundi,0.0
Cibitoke,Burundi,Burundi,0.0
Gitega,Burundi,Burundi,0.0
Karuzi,Burundi,Burundi,0.0
Kayanza,Burundi,Burundi,0.0
Kirundo,Burundi,Burundi,0.0
Makamba,Burundi,Burundi,0.0
Muramvya,Burundi,Burundi,0.0
Muyinga,Burundi,Burundi,0.0
Mwaro,Burundi,Burundi,0.0
Ngozi,Burundi,Burundi,0.0
Rutana,Burundi,Burundi,0.0
Ruyigi,Burundi,Burundi,0.0
Bruxelles,Belgium,Belgium,0.0
Vlaanderen,Belgium,Belgium,0.0
Wallonie,Belgium,Belgium,0.0
Alibori,Benin,Benin,0.0
Atakora,Benin,Benin,0.0
Atlantique,Benin,Benin,0.0
Borgou,Benin,Benin,0.0
Collines,Benin,Benin,0.0
Donga,Benin,Benin,0.0
Kouffo,Benin,Benin,0.0
Littoral,Benin,Benin,0.0
Mono,Benin,Benin,0.0
Ouémé,Benin,Benin,0.0
Plateau,Benin,Benin,0.0
Zou,Benin,Benin,0.0
Bonaire,"Bonaire, Sint Eustatius and Saba","Bonaire, Sint Eustatius and Saba",0.0
Saba,"Bonaire, Sint Eustatius and Saba","Bonaire, Sint Eustatius and Saba",0.0
Sint Eustatius,"Bonaire, Sint Eustatius and Saba","Bonaire, Sint Eustatius and Saba",0.0
Boucle du Mouhoun,Burkina Faso,Burkina Faso,0.0
Cascades,Burkina Faso,Burkina Faso,0.0
Centre,Burkina Faso,Burkina Faso,0.0
Centre-Est,Burkina Faso,Burkina Faso,0.0
Centre-Nord,Burkina Faso,Burkina Faso,0.0
Centre-Ouest,Burkina Faso,Burkina Faso,0.0
Centre-Sud,Burkina Faso,Burkina Faso,0.0
Est,Burkina Faso,Burkina Faso,0.0
Haut-Bassins,Burkina Faso,Burkina Faso,0.0
Nord,Burkina Faso,Burkina Faso,0.0
Plateau-Central,Burkina Faso,Burkina Faso,0.0
Sahel,Burkina Faso,Burkina Faso,0.0
Sud-Ouest,Burkina Faso,Burkina Faso,0.0
Barisal,Bangladesh,Bangladesh,0.0
Chittagong,Bangladesh,Bangladesh,0.0
Dhaka,Bangladesh,Bangladesh,0.0
Khulna,Bangladesh,Bangladesh,0.0
Mymensingh,Bangladesh,Bangladesh,0.0
Rajshahi,Bangladesh,Bangladesh,0.0
Rangpur,Bangladesh,Bangladesh,0.0
Sylhet,Bangladesh,Bangladesh,0.0
Blagoevgrad,Bulgaria,Bulgaria,0.0
Burgas,Bulgaria,Bulgaria,0.0
Dobrich,Bulgaria,Bulgaria,0.0
Gabrovo,Bulgaria,Bulgaria,0.0
Grad Sofiya,Bulgaria,Bulgaria,0.0
Haskovo,Bulgaria,Bulgaria,0.0
Kardzhali,Bulgaria,Bulgaria,0.0
Kyustendil,Bulgaria,Bulgaria,0.0
Lovech,Bulgaria,Bulgaria,0.0
Montana,Bulgaria,Bulgaria,0.0
Pazardzhik,Bulgaria,Bulgaria,0.0
Pernik,Bulgaria,Bulgaria,0.0
Pleven,Bulgaria,Bulgaria,0.0
Plovdiv,Bulgaria,Bulgaria,0.0
Razgrad,Bulgaria,Bulgaria,0.0
Ruse,Bulgaria,Bulgaria,0.0
Shumen,Bulgaria,Bulgaria,0.0
Silistra,Bulgaria,Bulgaria,0.0
Sliven,Bulgaria,Bulgaria,0.0
Smolyan,Bulgaria,Bulgaria,0.0
Sofia,Bulgaria,Bulgaria,0.0
Stara Zagora,Bulgaria,Bulgaria,0.0
Targovishte,Bulgaria,Bulgaria,0.0
Varna,Bulgaria,Bulgaria,0.0
Veliko Tarnovo,Bulgaria,Bulgaria,0.0
Vidin,Bulgaria,Bulgaria,0.0
Vratsa,Bulgaria,Bulgaria,0.0
Yambol,Bulgaria,Bulgaria,0.0
Capital,Bahrain,Bahrain,0.0
Muharraq,Bahrain,Bahrain,0.0
Northern,Bahrain,Bahrain,0.0
Southern,Bahrain,Bahrain,0.0
Acklins,Bahamas,Bahamas,0.0
Berry Islands,Bahamas,Bahamas,0.0
Biminis,Bahamas,Bahamas,0.0
Black Point,Bahamas,Bahamas,0.0
Cat Island,Bahamas,Bahamas,0.0
Central Abaco,Bahamas,Bahamas,0.0
Central Andros,Bahamas,Bahamas,0.0
Central Eleuthera,Bahamas,Bahamas,0.0
City of Freeport,Bahamas,Bahamas,0.0
Crooked Island,Bahamas,Bahamas,0.0
East Grand Bahama,Bahamas,Bahamas,0.0
Exuma,Bahamas,Bahamas,0.0
Grand Cay,Bahamas,Bahamas,0.0
Harbour Island,Bahamas,Bahamas,0.0
Hope Town,Bahamas,Bahamas,0.0
Inagua,Bahamas,Bahamas,0.0
Long Island,Bahamas,Bahamas,0.0
Mangrove Cay,Bahamas,Bahamas,0.0
Mayaguana,Bahamas,Bahamas,0.0
Moore's Island,Bahamas,Bahamas,0.0
New Providence,Bahamas,Bahamas,0.0
North Abaco,Bahamas,Bahamas,0.0
North Andros,Bahamas,Bahamas,0.0
North Eleuthera,Bahamas,Bahamas,0.0
Ragged Island,Bahamas,Bahamas,0.0
Rum Cay,Bahamas,Bahamas,0.0
San Salvador,Bahamas,Bahamas,0.0
South Abaco,Bahamas,Bahamas,0.0
South Andros,Bahamas,Bahamas,0.0
South Eleuthera,Bahamas,Bahamas,0.0
Spanish Wells,Bahamas,Bahamas,0.0
West Grand Bahama,Bahamas,Bahamas,0.0
Brčko,Bosnia and Herzegovina,Bosnia and Herzegovina,0.0
Federacija Bosna i Hercegovina,Bosnia and Herzegovina,Bosnia and Herzegovina,0.0
Repuplika Srpska,Bosnia and Herzegovina,Bosnia and Herzegovina,0.0
Au Vent,Saint-Barthélemy,Saint-Barthélemy,0.0
Sous le Vent,Saint-Barthélemy,Saint-Barthélemy,0.0
Brest,Belarus,Belarus,0.0
Gomel,Belarus,Belarus,0.0
Grodno,Belarus,Belarus,0.0
Minsk,Belarus,Belarus,0.0
Minsk,Belarus,Belarus,0.0
Mogilev,Belarus,Belarus,0.0
Vitebsk,Belarus,Belarus,0.0
Belize,Belize,Belize,0.0
Cayo,Belize,Belize,0.0
Corozal,Belize,Belize,0.0
Orange Walk,Belize,Belize,0.0
Stann Creek,Belize,Belize,0.0
Toledo,Belize,Belize,0.0
Devonshire,Bermuda,Bermuda,0.0
Hamilton,Bermuda,Bermuda,0.0
Hamilton Municipality,Bermuda,Bermuda,0.0
Paget,Bermuda,Bermuda,0.0
Pembroke,Bermuda,Bermuda,0.0
Saint George's,Bermuda,Bermuda,0.0
Saint George municipality,Bermuda,Bermuda,0.0
Sandys,Bermuda,Bermuda,0.0
Smiths,Bermuda,Bermuda,0.0
Southampton,Bermuda,Bermuda,0.0
Warwick,Bermuda,Bermuda,0.0
Beni,Bolivia,Bolivia,0.0
Chuquisaca,Bolivia,Bolivia,0.0
Cochabamba,Bolivia,Bolivia,0.0
La Paz,Bolivia,Bolivia,0.0
Oruro,Bolivia,Bolivia,0.0
Pando,Bolivia,Bolivia,0.0
Potosí,Bolivia,Bolivia,0.0
Santa Cruz,Bolivia,Bolivia,0.0
Tarija,Bolivia,Bolivia,0.0
Acre,Brazil,Brazil,0.0
Alagoas,Brazil,Brazil,0.0
Amapá,Brazil,Brazil,0.0
Amazonas,Brazil,Brazil,0.0
Bahia,Brazil,Brazil,0.0
Ceará,Brazil,Brazil,0.0
Distrito Federal,Brazil,Brazil,0.0
Espírito Santo,Brazil,Brazil,0.0
Goiás,Brazil,Brazil,0.0
Maranhão,Brazil,Brazil,0.0
Mato Grosso,Brazil,Brazil,0.0
Mato Grosso do Sul,Brazil,Brazil,0.0
Minas Gerais,Brazil,Brazil,0.0
Pará,Brazil,Brazil,0.0
Paraíba,Brazil,Brazil,0.0
Paraná,Brazil,Brazil,0.0
Pernambuco,Brazil,Brazil,0.0
Piauí,Brazil,Brazil,0.0
Rio de Janeiro,Brazil,Brazil,0.0
Rio Grande do Norte,Brazil,Brazil,0.0
Rio Grande do Sul,Brazil,Brazil,0.0
Rondônia,Brazil,Brazil,0.0
Roraima,Brazil,Brazil,0.0
Santa Catarina,Brazil,Brazil,0.0
São Paulo,Brazil,Brazil,0.0
Sergipe,Brazil,Brazil,0.0
Tocantins,Brazil,Brazil,0.0
Christ Church,Barbados,Barbados,0.0
Saint Andrew,Barbados,Barbados,0.0
Saint George,Barbados,Barbados,0.0
Saint James,Barbados,Barbados,0.0
Saint John,Barbados,Barbados,0.0
Saint Joseph,Barbados,Barbados,0.0
Saint Lucy,Barbados,Barbados,0.0
Saint Michael,Barbados,Barbados,0.0
Saint Peter,Barbados,Barbados,0.0
Saint Philip,Barbados,Barbados,0.0
Saint Thomas,Barbados,Barbados,0.0
Belait,Brunei,Brunei,0.0
Brunei and Muara,Brunei,Brunei,0.0
Temburong,Brunei,Brunei,0.0
Tutong,Brunei,Brunei,0.0
Bumthang,Bhutan,Bhutan,0.0
Chhukha,Bhutan,Bhutan,0.0
Dagana,Bhutan,Bhutan,0.0
Gasa,Bhutan,Bhutan,0.0
Haa,Bhutan,Bhutan,0.0
Lhuentse,Bhutan,Bhutan,0.0
Monggar,Bhutan,Bhutan,0.0
Paro,Bhutan,Bhutan,0.0
Pema Gatshel,Bhutan,Bhutan,0.0
Punakha,Bhutan,Bhutan,0.0
Samdrup Jongkhar,Bhutan,Bhutan,0.0
Samtse,Bhutan,Bhutan,0.0
Sarpang,Bhutan,Bhutan,0.0
Thimphu,Bhutan,Bhutan,0.0
Trashi Yangtse,Bhutan,Bhutan,0.0
Trashigang,Bhutan,Bhutan,0.0
Trongsa,Bhutan,Bhutan,0.0
Tsirang,Bhutan,Bhutan,0.0
Wangdue Phodrang,Bhutan,Bhutan,0.0
Zhemgang,Bhutan,Bhutan,0.0
Central,Botswana,Botswana,0.0
Chobe,Botswana,Botswana,0.0
Francistown,Botswana,Botswana,0.0
Gaborone,Botswana,Botswana,0.0
Ghanzi,Botswana,Botswana,0.0
Jwaneng,Botswana,Botswana,0.0
Kgalagadi,Botswana,Botswana,0.0
Kgatleng,Botswana,Botswana,0.0
Kweneng,Botswana,Botswana,0.0
Lobatse,Botswana,Botswana,0.0
North-East,Botswana,Botswana,0.0
North-West,Botswana,Botswana,0.0
Selibe Phikwe,Botswana,Botswana,0.0
South-East,Botswana,Botswana,0.0
Southern,Botswana,Botswana,0.0
Sowa,Botswana,Botswana,0.0
Bamingui-Bangoran,Central African Republic,Central African Republic,0.0
Bangui,Central African Republic,Central African Republic,0.0
Basse-Kotto,Central African Republic,Central African Republic,0.0
Haut-Mbomou,Central African Republic,Central African Republic,0.0
Haute-Kotto,Central African Republic,Central African Republic,0.0
Kémo,Central African Republic,Central African Republic,0.0
Lobaye,Central African Republic,Central African Republic,0.0
Mambéré-Kadéï,Central African Republic,Central African Republic,0.0
Mbomou,Central African Republic,Central African Republic,0.0
Nana-Grébizi,Central African Republic,Central African Republic,0.0
Nana-Mambéré,Central African Republic,Central African Republic,0.0
Ombella-M'Poko,Central African Republic,Central African Republic,0.0
Ouaka,Central African Republic,Central African Republic,0.0
Ouham,Central African Republic,Central African Republic,0.0
Ouham-Pendé,Central African Republic,Central African Republic,0.0
Sangha-Mbaéré,Central African Republic,Central African Republic,0.0
Vakaga,Central African Republic,Central African Republic,0.0
Alberta,Canada,Canada,0.0
British Columbia,Canada,Canada,0.0
Manitoba,Canada,Canada,0.0
New Brunswick,Canada,Canada,0.0
Newfoundland and Labrador,Canada,Canada,0.0
Northwest Territories,Canada,Canada,0.0
Nova Scotia,Canada,Canada,0.0
Nunavut,Canada,Canada,0.0
Ontario,Canada,Canada,0.0
Prince Edward Island,Canada,Canada,0.0
Québec,Canada,Canada,0.0
Saskatchewan,Canada,Canada,0.0
Yukon,Canada,Canada,0.0
Aargau,Switzerland,Switzerland,0.0
Appenzell Ausserrhoden,Switzerland,Switzerland,0.0
Appenzell Innerrhoden,Switzerland,Switzerland,0.0
Basel-Landschaft,Switzerland,Switzerland,0.0
Basel-Stadt,Switzerland,Switzerland,0.0
Bern,Switzerland,Switzerland,0.0
Fribourg,Switzerland,Switzerland,0.0
Genève,Switzerland,Switzerland,0.0
Glarus,Switzerland,Switzerland,0.0
Graubünden,Switzerland,Switzerland,0.0
Jura,Switzerland,Switzerland,0.0
Lucerne,Switzerland,Switzerland,0.0
Neuchâtel,Switzerland,Switzerland,0.0
Nidwalden,Switzerland,Switzerland,0.0
Obwalden,Switzerland,Switzerland,0.0
Sankt Gallen,Switzerland,Switzerland,0.0
Schaffhausen,Switzerland,Switzerland,0.0
Schwyz,Switzerland,Switzerland,0.0
Solothurn,Switzerland,Switzerland,0.0
Thurgau,Switzerland,Switzerland,0.0
Ticino,Switzerland,Switzerland,0.0
Uri,Switzerland,Switzerland,0.0
Valais,Switzerland,Switzerland,0.0
Vaud,Switzerland,Switzerland,0.0
Zug,Switzerland,Switzerland,0.0
Zürich,Switzerland,Switzerland,0.0
Antofagasta,Chile,Chile,0.0
Araucanía,Chile,Chile,0.0
Arica y Parinacota,Chile,Chile,0.0
Atacama,Chile,Chile,0.0
Aysén del General Ibañez del C,Chile,Chile,0.0
Bío-Bío,Chile,Chile,0.0
Coquimbo,Chile,Chile,0.0
Libertador General Bernardo O'Hi,Chile,Chile,0.0
Los Lagos,Chile,Chile,0.0
Los Ríos,Chile,Chile,0.0
Magallanes y Antártica Chilena,Chile,Chile,0.0
Maule,Chile,Chile,0.0
Ñuble,Chile,Chile,0.0
Santiago Metropolitan,Chile,Chile,0.0
Tarapacá,Chile,Chile,0.0
Valparaíso,Chile,Chile,0.0
Anhui,China,China,0.0
Beijing,China,China,0.0
Chongqing,China,China,0.0
Fujian,China,China,0.0
Gansu,China,China,0.0
Guangdong,China,China,0.0
Guangxi,China,China,0.0
Guizhou,China,China,0.0
Hainan,China,China,0.0
Hebei,China,China,0.0
Heilongjiang,China,China,0.0
Henan,China,China,0.0
Hong Kong,China,China,0.0
Hubei,China,China,0.0
Hunan,China,China,0.0
Jiangsu,China,China,0.0
Jiangxi,China,China,0.0
Jilin,China,China,0.0
Liaoning,China,China,0.0
Macau,China,China,0.0
Nei Mongol,China,China,0.0
Ningxia Hui,China,China,0.0
Qinghai,China,China,0.0
Shaanxi,China,China,0.0
Shandong,China,China,0.0
Shanghai,China,China,0.0
Shanxi,China,China,0.0
Sichuan,China,China,0.0
Tianjin,China,China,0.0
Xinjiang Uygur,China,China,0.0
Xinjiang Uygur,China,China,0.0
Xinjiang Uygur,China,China,0.0
Xizang,China,China,0.0
Xizang,China,China,0.0
Xizang,China,China,0.0
Yunnan,China,China,0.0
Zhejiang,China,China,0.0
Abidjan,Côte d'Ivoire,Côte d'Ivoire,0.0
Bas-Sassandra,Côte d'Ivoire,Côte d'Ivoire,0.0
Comoé,Côte d'Ivoire,Côte d'Ivoire,0.0
Denguélé,Côte d'Ivoire,Côte d'Ivoire,0.0
Gôh-Djiboua,Côte d'Ivoire,Côte d'Ivoire,0.0
Lacs,Côte d'Ivoire,Côte d'Ivoire,0.0
Lagunes,Côte d'Ivoire,Côte d'Ivoire,0.0
Montagnes,Côte d'Ivoire,Côte d'Ivoire,0.0
Sassandra-Marahoué,Côte d'Ivoire,Côte d'Ivoire,0.0
Savanes,Côte d'Ivoire,Côte d'Ivoire,0.0
Vallée du Bandama,Côte d'Ivoire,Côte d'Ivoire,0.0
Woroba,Côte d'Ivoire,Côte d'Ivoire,0.0
Yamoussoukro,Côte d'Ivoire,Côte d'Ivoire,0.0
Zanzan,Côte d'Ivoire,Côte d'Ivoire,0.0
Adamaoua,Cameroon,Cameroon,0.0
Centre,Cameroon,Cameroon,0.0
Est,Cameroon,Cameroon,0.0
Extrême-Nord,Cameroon,Cameroon,0.0
Littoral,Cameroon,Cameroon,0.0
Nord,Cameroon,Cameroon,0.0
Nord-Ouest,Cameroon,Cameroon,0.0
Ouest,Cameroon,Cameroon,0.0
Sud,Cameroon,Cameroon,0.0
Sud-Ouest,Cameroon,Cameroon,0.0
Bas-Uele,Democratic Republic of the Congo,Democratic Republic of the Congo,0.0
Équateur,Democratic Republic of the Congo,Democratic Republic of the Congo,0.0
Haut-Katanga,Democratic Republic of the Congo,Democratic Republic of the Congo,0.0
Haut-Lomami,Democratic Republic of the Congo,Democratic Republic of the Congo,0.0
Haut-Uele,Democratic Republic of the Congo,Democratic Republic of the Congo,0.0
Ituri,Democratic Republic of the Congo,Democratic Republic of the Congo,0.0
Kasaï,Democratic Republic of the Congo,Democratic Republic of the Congo,0.0
Kasaï-Central,Democratic Republic of the Congo,Democratic Republic of the Congo,0.0
Kasaï-Oriental,Democratic Republic of the Congo,Democratic Republic of the Congo,0.0
Kinshasa,Democratic Republic of the Congo,Democratic Republic of the Congo,0.0
Kongo-Central,Democratic Republic of the Congo,Democratic Republic of the Congo,0.0
Kwango,Democratic Republic of the Congo,Democratic Republic of the Congo,0.0
Kwilu,Democratic Republic of the Congo,Democratic Republic of the Congo,0.0
Lomami,Democratic Republic of the Congo,Democratic Republic of the Congo,0.0
Lualaba,Democratic Republic of the Congo,Democratic Republic of the Congo,0.0
Mai-Ndombe,Democratic Republic of the Congo,Democratic Republic of the Congo,0.0
Maniema,Democratic Republic of the Congo,Democratic Republic of the Congo,0.0
Mongala,Democratic Republic of the Congo,Democratic Republic of the Congo,0.0
Nord-Kivu,Democratic Republic of the Congo,Democratic Republic of the Congo,0.0
Nord-Ubangi,Democratic Republic of the Congo,Democratic Republic of the Congo,0.0
Sankuru,Democratic Republic of the Congo,Democratic Republic of the Congo,0.0
Sud-Kivu,Democratic Republic of the Congo,Democratic Republic of the Congo,0.0
Sud-Ubangi,Democratic Republic of the Congo,Democratic Republic of the Congo,0.0
Tanganyika,Democratic Republic of the Congo,Democratic Republic of the Congo,0.0
Tshopo,Democratic Republic of the Congo,Democratic Republic of the Congo,0.0
Tshuapa,Democratic Republic of the Congo,Democratic Republic of the Congo,0.0
Bouenza,Republic of the Congo,Republic of the Congo,0.0
Brazzaville,Republic of the Congo,Republic of the Congo,0.0
Cuvette,Republic of the Congo,Republic of the Congo,0.0
Cuvette-Ouest,Republic of the Congo,Republic of the Congo,0.0
Kouilou,Republic of the Congo,Republic of the Congo,0.0
Lékoumou,Republic of the Congo,Republic of the Congo,0.0
Likouala,Republic of the Congo,Republic of the Congo,0.0
Niari,Republic of the Congo,Republic of the Congo,0.0
Plateaux,Republic of the Congo,Republic of the Congo,0.0
Pointe Noire,Republic of the Congo,Republic of the Congo,0.0
Pool,Republic of the Congo,Republic of the Congo,0.0
Sangha,Republic of the Congo,Republic of the Congo,0.0
Aitutaki,Cook Islands,Cook Islands,0.0
Atiu,Cook Islands,Cook Islands,0.0
Mangaia,Cook Islands,Cook Islands,0.0
Manihiki,Cook Islands,Cook Islands,0.0
Mauke,Cook Islands,Cook Islands,0.0
Mitiaro,Cook Islands,Cook Islands,0.0
Palmerston,Cook Islands,Cook Islands,0.0
Penhryn,Cook Islands,Cook Islands,0.0
Pukapuka,Cook Islands,Cook Islands,0.0
Rakahanga,Cook Islands,Cook Islands,0.0
Rarotonga,Cook Islands,Cook Islands,0.0
Amazonas,Colombia,Colombia,0.0
Antioquia,Colombia,Colombia,0.0
Arauca,Colombia,Colombia,0.0
Atlántico,Colombia,Colombia,0.0
Bogotá D.C.,Colombia,Colombia,0.0
Bolívar,Colombia,Colombia,0.0
Boyacá,Colombia,Colombia,0.0
Caldas,Colombia,Colombia,0.0
Caquetá,Colombia,Colombia,0.0
Casanare,Colombia,Colombia,0.0
Cauca,Colombia,Colombia,0.0
Cesar,Colombia,Colombia,0.0
Chocó,Colombia,Colombia,0.0
Córdoba,Colombia,Colombia,0.0
